course_id,teacher_id,question_no,academic_degree,seniority,sex
IRB3SP01IR-Z19,37068,904,dr,10,female
IRB3SP01IR-Z19,37068,905,dr,10,female
IRB3SP01IR-Z19,37068,906,dr,10,female
IRB3SP01IR-Z19,37068,909,dr,10,female
IRB3SP01IR-Z20-w,38238,901,prof,9,male
IRB3SP01IR-Z20-w,38238,904,prof,9,male
IRB3SP01IR-Z20-w,38238,905,prof,9,male
IRB3SP01IR-Z20-w,38238,906,prof,9,male
IRB3SP01IR-Z20-w,38238,907,prof,9,male
IRB3SP01IR-Z20-w,38238,908,prof,9,male
IRB3SP01IR-Z20-w,38238,909,prof,9,male
IRB3SP03IR-Z19,56975,901,ma,4,male
IRB3SP03IR-Z19,56975,902,ma,4,male
IRB3SP03IR-Z19,56975,903,ma,4,male
IRB3SP03IR-Z19,56975,904,ma,4,male
IRB3SP03IR-Z19,56975,905,ma,4,male
IRB3SP03IR-Z19,56975,906,ma,4,male
IRB3SP03IR-Z19,56975,907,ma,4,male
IRB3SP03IR-Z19,56975,909,ma,4,male
IRB3SP05IR-Z19,56345,904,dr,4,female
IRB3SP05IR-Z19,56345,905,dr,4,female
IRB3SP05IR-Z19,56345,906,dr,4,female
IRB3SP05IR-Z19,56345,907,dr,4,female
IRB3SP05IR-Z19,56345,908,dr,4,female
IRB3SP05IR-Z19,56345,909,dr,4,female
IRB3SP14IR-Z17,42591,901,dr,6,female
IRB3SP14IR-Z17,42591,902,dr,6,female
IRB3SP14IR-Z17,42591,903,dr,6,female
IRB3SP14IR-Z17,42591,904,dr,6,female
IRB3SP14IR-Z17,42591,905,dr,6,female
IRB3SP14IR-Z17,42591,907,dr,6,female
IRB3SP14IR-Z17,42591,908,dr,6,female
IRB3SP14IR-Z17,42591,909,dr,6,female
IRB3SP15IR-Z17,40933,902,dr,7,male
IRB3SP15IR-Z17,40933,903,dr,7,male
IRB3SP15IR-Z17,40933,904,dr,7,male
IRB3SP15IR-Z17,40933,905,dr,7,male
IRB3SP15IR-Z17,40933,907,dr,7,male
IRB3SP15IR-Z17,40933,908,dr,7,male
IRB3SP15IR-Z17,40933,909,dr,7,male
IRB3SP17MN-Z17,37068,901,dr,10,female
IRB3SP17MN-Z17,37068,902,dr,10,female
IRB3SP17MN-Z17,37068,903,dr,10,female
IRB3SP17MN-Z17,37068,904,dr,10,female
IRB3SP17MN-Z17,37068,906,dr,10,female
IRB3SP17MN-Z17,37068,907,dr,10,female
IRB3SP17MN-Z17,37068,908,dr,10,female
IRB3SP17MN-Z17,37068,909,dr,10,female
IRB3SP20IR-Z19,37068,903,dr,10,female
IRB3SP20IR-Z19,37068,904,dr,10,female
IRB3SP20IR-Z19,37068,905,dr,10,female
IRB3SP20IR-Z19,37068,906,dr,10,female
IRB3SP20IR-Z19,37068,907,dr,10,female
IRB3SP20IR-Z19,37068,908,dr,10,female
IRB3SP20IR-Z19,37068,909,dr,10,female
IRB5SE-SJO-A,43847,902,ma,6,female
IRB5SE-SJO-A,43847,903,ma,6,female
IRB5SE-SJO-A,43847,905,ma,6,female
IRB5SE-SJO-A,43847,908,ma,6,female
IRB5SE-SJO-A,50775,901,ma,6,female
IRB5SE-SJO-A,50775,902,ma,6,female
IRB5SE-SJO-A,50775,903,ma,6,female
IRB5SE-SJO-A,50775,904,ma,6,female
IRB5SE-SJO-A,50775,905,ma,6,female
IRB5SE-SJO-A,50775,908,ma,6,female
IRB5SE-SJO-A,50775,909,ma,6,female
IRB5SE-SJO-N,102391,903,no_dgr,1,female
IRB5SE-SJO-N,102391,904,no_dgr,1,female
IRB5SE-SJO-N,102391,905,no_dgr,1,female
IRB5SE-SJO-N,102391,906,no_dgr,1,female
IRB5SE-SJO-N,102391,909,no_dgr,1,female
IRB5SE01MN-Z20-w,43907,901,dr,6,female
IRB5SE01MN-Z20-w,43907,902,dr,6,female
IRB5SE01MN-Z20-w,43907,903,dr,6,female
IRB5SE01MN-Z20-w,43907,904,dr,6,female
IRB5SE01MN-Z20-w,43907,907,dr,6,female
IRB5SE01MN-Z20-w,43907,909,dr,6,female
IRB5SE02IR-Z20,4299,901,dr,10,male
IRB5SE02IR-Z20,4299,902,dr,10,male
IRB5SE02IR-Z20,4299,903,dr,10,male
IRB5SE02IR-Z20,4299,904,dr,10,male
IRB5SE02IR-Z20,4299,905,dr,10,male
IRB5SE02IR-Z20,4299,906,dr,10,male
IRB5SE02IR-Z20,4299,907,dr,10,male
IRB5SE02IR-Z20,4299,908,dr,10,male
IRB5SE02IR-Z20,4299,909,dr,10,male
IRB5SE03-PDW,59070,901,ma,3,male
IRB5SE03-PDW,59070,902,ma,3,male
IRB5SE03-PDW,59070,903,ma,3,male
IRB5SE03-PDW,59070,904,ma,3,male
IRB5SE03-PDW,59070,905,ma,3,male
IRB5SE03-PDW,59070,908,ma,3,male
IRB5SE03-PDW,59070,909,ma,3,male
IRB5SE04-PDW,54605,901,dr,4,male
IRB5SE04-PDW,54605,903,dr,4,male
IRB5SE04-PDW,54605,904,dr,4,male
IRB5SE04-PDW,54605,905,dr,4,male
IRB5SE04-PDW,54605,906,dr,4,male
IRB5SE04-PDW,54605,908,dr,4,male
IRB5SE04-PDW,54605,909,dr,4,male
IRB5SE05-PDW,60947,901,dr,2,female
IRB5SE05-PDW,60947,902,dr,2,female
IRB5SE05-PDW,60947,903,dr,2,female
IRB5SE05-PDW,60947,904,dr,2,female
IRB5SE05-PDW,60947,905,dr,2,female
IRB5SE05-PDW,60947,906,dr,2,female
IRB5SE05-PDW,60947,907,dr,2,female
IRB5SE05-PDW,60947,909,dr,2,female
IRB5SE12IR-Z17,37278,902,dr,9,male
IRB5SE12IR-Z17,37278,903,dr,9,male
IRB5SE12IR-Z17,37278,904,dr,9,male
IRB5SE12IR-Z17,37278,905,dr,9,male
IRB5SE12IR-Z17,37278,906,dr,9,male
IRB5SE12IR-Z17,37278,909,dr,9,male
IRB5SE14FL-Z17,51356,901,dr,5,female
IRB5SE14FL-Z17,51356,903,dr,5,female
IRB5SE14FL-Z17,51356,904,dr,5,female
IRB5SE14FL-Z17,51356,905,dr,5,female
IRB5SE14FL-Z17,51356,908,dr,5,female
IRB5SE14FL-Z17,51356,909,dr,5,female
IRB5SE15IR-Z17,51356,901,dr,5,female
IRB5SE15IR-Z17,51356,904,dr,5,female
IRB5SE15IR-Z17,51356,905,dr,5,female
IRB5SE15IR-Z17,51356,906,dr,5,female
IRB5SE15IR-Z17,51356,909,dr,5,female
IRB5SE17IR-Z17,42361,901,ma,7,male
IRB5SE17IR-Z17,42361,903,ma,7,male
IRB5SE17IR-Z17,42361,904,ma,7,male
IRB5SE17IR-Z17,42361,905,ma,7,male
IRB5SE17IR-Z17,42361,907,ma,7,male
IRB5SE33IR-Z18,37026,902,dr,10,male
IRB5SE33IR-Z18,37026,903,dr,10,male
IRB5SE33IR-Z18,37026,905,dr,10,male
IRB5SE33IR-Z18,37026,906,dr,10,male
IRB5SE33IR-Z18,37026,907,dr,10,male
IRB5SE33IR-Z18,37026,908,dr,10,male
IRB5SE33IR-Z18,37026,909,dr,10,male
IRB5SP-SJO-A,37035,902,ma,10,male
IRB5SP-SJO-A,37035,904,ma,10,male
IRB5SP-SJO-A,37035,905,ma,10,male
IRB5SP-SJO-A,37035,906,ma,10,male
IRB5SP-SJO-A,37035,907,ma,10,male
IRB5SP-SJO-A,37035,909,ma,10,male
IRB5SP-SJO-A,40739,901,ma,8,female
IRB5SP-SJO-A,40739,902,ma,8,female
IRB5SP-SJO-A,40739,904,ma,8,female
IRB5SP-SJO-A,40739,905,ma,8,female
IRB5SP-SJO-A,40739,906,ma,8,female
IRB5SP-SJO-A,40739,907,ma,8,female
IRB5SP-SJO-A,40739,908,ma,8,female
IRB5SP-SJO-A,40739,909,ma,8,female
IRB5SP01IR-Z19,38607,901,dr,8,male
IRB5SP01IR-Z19,38607,904,dr,8,male
IRB5SP01IR-Z19,38607,905,dr,8,male
IRB5SP01IR-Z19,38607,907,dr,8,male
IRB5SP01IR-Z19,38607,908,dr,8,male
IRB5SP01IR-Z19,38607,909,dr,8,male
IRB5SP01MN-Z20-w,3485,902,dr,11,female
IRB5SP01MN-Z20-w,3485,903,dr,11,female
IRB5SP01MN-Z20-w,3485,904,dr,11,female
IRB5SP01MN-Z20-w,3485,906,dr,11,female
IRB5SP01MN-Z20-w,3485,907,dr,11,female
IRB5SP01MN-Z20-w,3485,908,dr,11,female
IRB5SP01MN-Z20-w,3485,909,dr,11,female
IRB5SP03-PDW,40763,902,dr,7,female
IRB5SP03-PDW,40763,903,dr,7,female
IRB5SP03-PDW,40763,904,dr,7,female
IRB5SP03-PDW,40763,905,dr,7,female
IRB5SP03-PDW,40763,906,dr,7,female
IRB5SP03-PDW,40763,907,dr,7,female
IRB5SP03-PDW,40763,908,dr,7,female
IRB5SP03-PDW,40763,909,dr,7,female
IRB5SP04-PDW,37068,901,dr,10,female
IRB5SP04-PDW,37068,902,dr,10,female
IRB5SP04-PDW,37068,903,dr,10,female
IRB5SP04-PDW,37068,904,dr,10,female
IRB5SP04-PDW,37068,905,dr,10,female
IRB5SP04-PDW,37068,906,dr,10,female
IRB5SP04-PDW,37068,907,dr,10,female
IRB5SP04-PDW,37068,908,dr,10,female
IRB5SP04-PDW,37068,909,dr,10,female
IRB5SP10IR-Z18,3541,901,dr,11,male
IRB5SP10IR-Z18,3541,903,dr,11,male
IRB5SP10IR-Z18,3541,904,dr,11,male
IRB5SP10IR-Z18,3541,906,dr,11,male
IRB5SP10IR-Z18,3541,908,dr,11,male
IRB5SP11IR-Z17,38607,901,dr,8,male
IRB5SP11IR-Z17,38607,903,dr,8,male
IRB5SP11IR-Z17,38607,904,dr,8,male
IRB5SP11IR-Z17,38607,909,dr,8,male
IRB5SP11IR-Z18,43718,901,dr,6,male
IRB5SP11IR-Z18,43718,903,dr,6,male
IRB5SP11IR-Z18,43718,904,dr,6,male
IRB5SP11IR-Z18,43718,906,dr,6,male
IRB5SP11IR-Z18,43718,908,dr,6,male
IRB5SP11IR-Z18,43718,909,dr,6,male
IRB5SP14IR-Z17,51356,901,dr,5,female
IRB5SP14IR-Z17,51356,902,dr,5,female
IRB5SP14IR-Z17,51356,903,dr,5,female
IRB5SP14IR-Z17,51356,905,dr,5,female
IRB5SP14IR-Z17,51356,906,dr,5,female
IRB5SP14IR-Z17,51356,907,dr,5,female
IRB5SP14IR-Z17,51356,908,dr,5,female
IRB5SP14IR-Z17,51356,909,dr,5,female
IRB5SP17IR-Z17,40933,901,dr,7,male
IRB5SP17IR-Z17,40933,902,dr,7,male
IRB5SP17IR-Z17,40933,903,dr,7,male
IRB5SP17IR-Z17,40933,905,dr,7,male
IRB5SP17IR-Z17,40933,907,dr,7,male
IRM1SE-SJO-A,40725,901,ma,8,female
IRM1SE-SJO-A,40725,902,ma,8,female
IRM1SE-SJO-A,40725,903,ma,8,female
IRM1SE-SJO-A,40725,906,ma,8,female
IRM1SE-SJO-A,40725,907,ma,8,female
IRM1SE-SJO-A,40725,909,ma,8,female
IRM1SE-SJO-A,43847,902,ma,6,female
IRM1SE-SJO-A,43847,903,ma,6,female
IRM1SE-SJO-A,43847,904,ma,6,female
IRM1SE-SJO-A,43847,905,ma,6,female
IRM1SE-SJO-A,43847,906,ma,6,female
IRM1SE-SJO-A,43847,908,ma,6,female
IRM1SE-SJO-A,43847,909,ma,6,female
IRM1SE001IR,84689,902,ma,1,male
IRM1SE001IR,84689,904,ma,1,male
IRM1SE001IR,84689,905,ma,1,male
IRM1SE001IR,84689,906,ma,1,male
IRM1SE001IR,84689,909,ma,1,male
IRM1SE002IR,4299,901,dr,10,male
IRM1SE002IR,4299,905,dr,10,male
IRM1SE002IR,4299,906,dr,10,male
IRM1SE002IR,4299,907,dr,10,male
IRM1SE002IR,4299,908,dr,10,male
IRM1SE002IR,4299,909,dr,10,male
IRM1SE10IR-Z18,4299,901,dr,10,male
IRM1SE10IR-Z18,4299,904,dr,10,male
IRM1SE10IR-Z18,4299,905,dr,10,male
IRM1SE10IR-Z18,4299,906,dr,10,male
IRM1SE10IR-Z18,4299,907,dr,10,male
IRM1SE10IR-Z18,4299,909,dr,10,male
IRM1SE12IR-Z18,38622,902,dr,8,female
IRM1SE12IR-Z18,38622,905,dr,8,female
IRM1SE12IR-Z18,38622,906,dr,8,female
IRM1SE12IR-Z18,38622,907,dr,8,female
IRM1SE12IR-Z18,38622,908,dr,8,female
IRM1SE12IR-Z18,38622,909,dr,8,female
IRM1SE14IR-Z17,37025,901,dr,10,male
IRM1SE14IR-Z17,37025,902,dr,10,male
IRM1SE14IR-Z17,37025,903,dr,10,male
IRM1SE14IR-Z17,37025,904,dr,10,male
IRM1SE14IR-Z17,37025,905,dr,10,male
IRM1SE14IR-Z17,37025,907,dr,10,male
IRM1SE14IR-Z17,37025,909,dr,10,male
IRM1SE14IR-Z18,50683,901,dr,6,male
IRM1SE14IR-Z18,50683,902,dr,6,male
IRM1SE14IR-Z18,50683,903,dr,6,male
IRM1SE14IR-Z18,50683,904,dr,6,male
IRM1SE14IR-Z18,50683,906,dr,6,male
IRM1SE14IR-Z18,50683,907,dr,6,male
IRM1SE14IR-Z18,50683,908,dr,6,male
IRM1SE14IR-Z18,50683,909,dr,6,male
IRM1SP001IR,84689,902,ma,1,male
IRM1SP001IR,84689,904,ma,1,male
IRM1SP001IR,84689,905,ma,1,male
IRM1SP001IR,84689,907,ma,1,male
IRM1SP001IR,84689,908,ma,1,male
IRM1SP001IR,84689,909,ma,1,male
IRM1SP002IR,43718,904,dr,6,male
IRM1SP002IR,43718,905,dr,6,male
IRM1SP002IR,43718,908,dr,6,male
IRM1SP002IR,43718,909,dr,6,male
IRM1SP02IR-Z19,54165,902,dr,5,female
IRM1SP02IR-Z19,54165,903,dr,5,female
IRM1SP02IR-Z19,54165,906,dr,5,female
IRM1SP02IR-Z19,54165,908,dr,5,female
IRM1SP02IR-Z19,54165,909,dr,5,female
IRM1SP03IR-Z19,62468,901,dr,2,male
IRM1SP03IR-Z19,62468,902,dr,2,male
IRM1SP03IR-Z19,62468,904,dr,2,male
IRM1SP03IR-Z19,62468,905,dr,2,male
IRM1SP03IR-Z19,62468,906,dr,2,male
IRM1SP03IR-Z19,62468,907,dr,2,male
IRM1SP03IR-Z19,62468,908,dr,2,male
IRM1SP12IR-Z18,3487,901,dr,11,male
IRM1SP12IR-Z18,3487,902,dr,11,male
IRM1SP12IR-Z18,3487,903,dr,11,male
IRM1SP12IR-Z18,3487,904,dr,11,male
IRM1SP12IR-Z18,3487,907,dr,11,male
IRM1SP15IR-Z17,51356,901,dr,5,female
IRM1SP15IR-Z17,51356,902,dr,5,female
IRM1SP15IR-Z17,51356,904,dr,5,female
IRM1SP15IR-Z17,51356,906,dr,5,female
IRM1SP15IR-Z17,51356,907,dr,5,female
IRM1SP15IR-Z17,51356,909,dr,5,female
IRM3SE-S,43907,901,dr,6,female
IRM3SE-S,43907,902,dr,6,female
IRM3SE-S,43907,903,dr,6,female
IRM3SE-S,43907,904,dr,6,female
IRM3SE-S,43907,905,dr,6,female
IRM3SE-S,43907,908,dr,6,female
IRM3SE-S,43907,909,dr,6,female
IRM3SE-SJO-A,50775,901,ma,6,female
IRM3SE-SJO-A,50775,902,ma,6,female
IRM3SE-SJO-A,50775,903,ma,6,female
IRM3SE-SJO-A,50775,907,ma,6,female
IRM3SE-SJO-A,50775,908,ma,6,female
IRM3SE-SJO-A,50775,909,ma,6,female
IRM3SE-SJO-A,61502,901,no_dgr,2,female
IRM3SE-SJO-A,61502,902,no_dgr,2,female
IRM3SE-SJO-A,61502,903,no_dgr,2,female
IRM3SE-SJO-A,61502,904,no_dgr,2,female
IRM3SE-SJO-A,61502,905,no_dgr,2,female
IRM3SE-SJO-A,61502,906,no_dgr,2,female
IRM3SE-SJO-A,61502,907,no_dgr,2,female
IRM3SE-SJO-A,61502,909,no_dgr,2,female
IRM3SE02IR-Z20,51356,901,dr,5,female
IRM3SE02IR-Z20,51356,902,dr,5,female
IRM3SE02IR-Z20,51356,904,dr,5,female
IRM3SE02IR-Z20,51356,905,dr,5,female
IRM3SE02IR-Z20,51356,906,dr,5,female
IRM3SE02IR-Z20,51356,908,dr,5,female
IRM3SE03IR-Z19,4299,902,dr,10,male
IRM3SE03IR-Z19,4299,903,dr,10,male
IRM3SE03IR-Z19,4299,906,dr,10,male
IRM3SE03IR-Z19,4299,907,dr,10,male
IRM3SE03IR-Z19,4299,908,dr,10,male
IRM3SE03IR-Z19,4299,909,dr,10,male
IRM3SE03IR-Z20,59070,902,ma,3,male
IRM3SE03IR-Z20,59070,903,ma,3,male
IRM3SE03IR-Z20,59070,904,ma,3,male
IRM3SE03IR-Z20,59070,905,ma,3,male
IRM3SE03IR-Z20,59070,906,ma,3,male
IRM3SE03IR-Z20,59070,908,ma,3,male
IRM3SE03IR-Z20,59070,909,ma,3,male
IRM3SE05-PDW,60947,903,dr,2,female
IRM3SE05-PDW,60947,904,dr,2,female
IRM3SE05-PDW,60947,907,dr,2,female
IRM3SE05-PDW,60947,908,dr,2,female
IRM3SE14IR-Z17,37023,901,dr,10,male
IRM3SE14IR-Z17,37023,903,dr,10,male
IRM3SE14IR-Z17,37023,904,dr,10,male
IRM3SE14IR-Z17,37023,905,dr,10,male
IRM3SE14IR-Z17,37023,907,dr,10,male
IRM3SE14IR-Z17,37023,908,dr,10,male
IRM3SE15IR-Z17,37023,902,dr,10,male
IRM3SE15IR-Z17,37023,904,dr,10,male
IRM3SE15IR-Z17,37023,906,dr,10,male
IRM3SE15IR-Z17,37023,908,dr,10,male
IRM3SP-S,3485,901,dr,11,female
IRM3SP-S,3485,902,dr,11,female
IRM3SP-S,3485,904,dr,11,female
IRM3SP-S,3485,905,dr,11,female
IRM3SP-S,3485,906,dr,11,female
IRM3SP-S,3485,907,dr,11,female
IRM3SP-S,3485,908,dr,11,female
IRM3SP-S,3485,909,dr,11,female
IRM3SP01IR-Z19,37023,902,dr,10,male
IRM3SP01IR-Z19,37023,903,dr,10,male
IRM3SP01IR-Z19,37023,905,dr,10,male
IRM3SP01IR-Z19,37023,908,dr,10,male
IRM3SP02IR-Z20,38607,901,dr,8,male
IRM3SP02IR-Z20,38607,902,dr,8,male
IRM3SP02IR-Z20,38607,904,dr,8,male
IRM3SP02IR-Z20,38607,905,dr,8,male
IRM3SP02IR-Z20,38607,907,dr,8,male
IRM3SP12IR-Z17,37023,902,dr,10,male
IRM3SP12IR-Z17,37023,903,dr,10,male
IRM3SP12IR-Z17,37023,905,dr,10,male
IRM3SP12IR-Z17,37023,906,dr,10,male
IRM3SP12IR-Z17,37023,907,dr,10,male
IRM3SP12IR-Z17,37023,908,dr,10,male
IRM3SP12IR-Z17,37023,909,dr,10,male
JJB1NA-L,37035,901,ma,10,male
JJB1NA-L,37035,902,ma,10,male
JJB1NA-L,37035,903,ma,10,male
JJB1NA-L,37035,904,ma,10,male
JJB1NA-L,37035,906,ma,10,male
JJB1NA-L,37035,907,ma,10,male
JJB1NA-L,37035,908,ma,10,male
JOB1SE04JO-Z19,54605,902,dr,4,male
JOB1SE04JO-Z19,54605,903,dr,4,male
JOB1SE04JO-Z19,54605,904,dr,4,male
JOB1SE04JO-Z19,54605,908,dr,4,male
JOB1SE11JO-Z18,56975,901,ma,4,male
JOB1SE11JO-Z18,56975,902,ma,4,male
JOB1SE11JO-Z18,56975,903,ma,4,male
JOB1SE11JO-Z18,56975,904,ma,4,male
JOB1SE11JO-Z18,56975,905,ma,4,male
JOB1SE11JO-Z18,56975,906,ma,4,male
JOB1SE11JO-Z18,56975,908,ma,4,male
JOB1SP01JO-Z19,50737,901,dr,6,male
JOB1SP01JO-Z19,50737,902,dr,6,male
JOB1SP01JO-Z19,50737,903,dr,6,male
JOB1SP01JO-Z19,50737,905,dr,6,male
JOB1SP01JO-Z19,50737,906,dr,6,male
JOB1SP01JO-Z20,59056,901,dr,3,male
JOB1SP01JO-Z20,59056,902,dr,3,male
JOB1SP01JO-Z20,59056,905,dr,3,male
JOB1SP01JO-Z20,59056,909,dr,3,male
JOB1SP02EC-Z20-w,104362,901,dr,1,female
JOB1SP02EC-Z20-w,104362,904,dr,1,female
JOB1SP02EC-Z20-w,104362,905,dr,1,female
JOB1SP02EC-Z20-w,104362,907,dr,1,female
JOB1SP02EC-Z20-w,104362,909,dr,1,female
JOB1SP02JO-Z19,63818,902,ma,2,male
JOB1SP02JO-Z19,63818,903,ma,2,male
JOB1SP02JO-Z19,63818,904,ma,2,male
JOB1SP02JO-Z19,63818,905,ma,2,male
JOB1SP02JO-Z19,63818,906,ma,2,male
JOB1SP02JO-Z19,63818,907,ma,2,male
JOB1SP02JO-Z19,63818,909,ma,2,male
JOB1SP03JO-Z19,63917,901,ma,2,male
JOB1SP03JO-Z19,63917,902,ma,2,male
JOB1SP03JO-Z19,63917,903,ma,2,male
JOB1SP03JO-Z19,63917,904,ma,2,male
JOB1SP03JO-Z19,63917,905,ma,2,male
JOB3SE01JO-Z20,54605,901,dr,4,male
JOB3SE01JO-Z20,54605,907,dr,4,male
JOB3SE01JO-Z20,54605,908,dr,4,male
JOB3SE02JO-Z20,56975,901,ma,4,male
JOB3SE02JO-Z20,56975,902,ma,4,male
JOB3SE02JO-Z20,56975,904,ma,4,male
JOB3SE02JO-Z20,56975,906,ma,4,male
JOB3SE02JO-Z20,56975,909,ma,4,male
JOB3SE03JO-Z20,50752,902,ma,6,male
JOB3SE03JO-Z20,50752,904,ma,6,male
JOB3SE03JO-Z20,50752,906,ma,6,male
JOB3SE03JO-Z20,50752,908,ma,6,male
JOB3SE03JO-Z20,50752,909,ma,6,male
JOB3SE04MN-Z20-w,50733,902,ma,6,male
JOB3SE04MN-Z20-w,50733,903,ma,6,male
JOB3SE04MN-Z20-w,50733,904,ma,6,male
JOB3SE04MN-Z20-w,50733,907,ma,6,male
JOB3SE04MN-Z20-w,50733,908,ma,6,male
JOB3SP01JO-Z20,50737,902,dr,6,male
JOB3SP01JO-Z20,50737,904,dr,6,male
JOB3SP01JO-Z20,50737,905,dr,6,male
JOB3SP01JO-Z20,50737,907,dr,6,male
JOB3SP01JO-Z20,50737,908,dr,6,male
JOB3SP01JO-Z20,50737,909,dr,6,male
JOB3SP02JO-Z20,56975,901,ma,4,male
JOB3SP02JO-Z20,56975,902,ma,4,male
JOB3SP02JO-Z20,56975,903,ma,4,male
JOB3SP02JO-Z20,56975,905,ma,4,male
JOB3SP02JO-Z20,56975,906,ma,4,male
JOB3SP02JO-Z20,56975,908,ma,4,male
JOB3SP02JO-Z20,56975,909,ma,4,male
JOB3SP03JO-Z20,50752,902,ma,6,male
JOB3SP03JO-Z20,50752,903,ma,6,male
JOB3SP03JO-Z20,50752,904,ma,6,male
JOB3SP03JO-Z20,50752,907,ma,6,male
JOB3SP03JO-Z20,50752,908,ma,6,male
JOB3SP03JO-Z20,50752,909,ma,6,male
JOB3SP04MN-Z20,54597,901,dr,4,female
JOB3SP04MN-Z20,54597,903,dr,4,female
JOB3SP04MN-Z20,54597,906,dr,4,female
JOB3SP04MN-Z20,54597,907,dr,4,female
JOB3SP04MN-Z20,54597,908,dr,4,female
JOB3SP04MN-Z20,54597,909,dr,4,female
JOB3SP05JO-Z20,50737,901,dr,6,male
JOB3SP05JO-Z20,50737,902,dr,6,male
JOB3SP05JO-Z20,50737,904,dr,6,male
JOB3SP05JO-Z20,50737,905,dr,6,male
JOB3SP05JO-Z20,50737,906,dr,6,male
JOB3SP05JO-Z20,50737,907,dr,6,male
JOB5SE001JO,54605,901,dr,4,male
JOB5SE001JO,54605,902,dr,4,male
JOB5SE001JO,54605,903,dr,4,male
JOB5SE001JO,54605,905,dr,4,male
JOB5SE001JO,54605,907,dr,4,male
JOB5SE001JO,54605,908,dr,4,male
JOB5SE01JO-Z20,37859,901,ma,9,female
JOB5SE01JO-Z20,37859,902,ma,9,female
JOB5SE01JO-Z20,37859,903,ma,9,female
JOB5SE01JO-Z20,37859,904,ma,9,female
JOB5SE01JO-Z20,37859,906,ma,9,female
JOB5SE01JO-Z20,37859,907,ma,9,female
JOB5SE01JO-Z20,37859,908,ma,9,female
JOB5SP001-S,54605,901,dr,4,male
JOB5SP001-S,54605,902,dr,4,male
JOB5SP001-S,54605,904,dr,4,male
JOB5SP001-S,54605,905,dr,4,male
JOB5SP001-S,54605,907,dr,4,male
JOB5SP001-S,54605,908,dr,4,male
JOB5SP001-S,54605,909,dr,4,male
JOB5SP003-PDW,50746,901,ma,6,male
JOB5SP003-PDW,50746,902,ma,6,male
JOB5SP003-PDW,50746,904,ma,6,male
JOB5SP003-PDW,50746,905,ma,6,male
JOB5SP003-PDW,50746,907,ma,6,male
JOB5SP004-PDW,55479,901,ma,4,male
JOB5SP004-PDW,55479,902,ma,4,male
JOB5SP004-PDW,55479,903,ma,4,male
JOB5SP004-PDW,55479,904,ma,4,male
JOB5SP004-PDW,55479,906,ma,4,male
JOB5SP004-PDW,55479,907,ma,4,male
JOB5SP004-PDW,55479,908,ma,4,male
JOB5SP004-PDW,55479,909,ma,4,male
JOB5SP01JO-Z20,56975,902,ma,4,male
JOB5SP01JO-Z20,56975,903,ma,4,male
JOB5SP01JO-Z20,56975,904,ma,4,male
JOB5SP01JO-Z20,56975,905,ma,4,male
JOB5SP01JO-Z20,56975,906,ma,4,male
JOB5SP01JO-Z20,56975,908,ma,4,male
JOB5SP30IR-Z18,50737,901,dr,6,male
JOB5SP30IR-Z18,50737,902,dr,6,male
JOB5SP30IR-Z18,50737,903,dr,6,male
JOB5SP30IR-Z18,50737,904,dr,6,male
JOB5SP30IR-Z18,50737,905,dr,6,male
JOB5SP30IR-Z18,50737,906,dr,6,male
JOB5SP30IR-Z18,50737,907,dr,6,male
JOB5SP30IR-Z18,50737,908,dr,6,male
JOB5SP30IR-Z18,50737,909,dr,6,male
JezPol-A2-SLP,40758,901,ma,7,female
JezPol-A2-SLP,40758,904,ma,7,female
JezPol-A2-SLP,40758,905,ma,7,female
JezPol-A2-SLP,40758,906,ma,7,female
JezPol-A2-SLP,40758,907,ma,7,female
JezPol-A2-SLP,40758,908,ma,7,female
JezPol-B1-SLP,40758,902,ma,7,female
JezPol-B1-SLP,40758,903,ma,7,female
JezPol-B1-SLP,40758,904,ma,7,female
JezPol-B1-SLP,40758,905,ma,7,female
JezPol-B1-SLP,40758,907,ma,7,female
JezPol-B1-SLP,40758,909,ma,7,female
LLM1NA-L,76390,901,ma,2,female
LLM1NA-L,76390,902,ma,2,female
LLM1NA-L,76390,903,ma,2,female
LLM1NA-L,76390,904,ma,2,female
LLM1NA-L,76390,905,ma,2,female
LLM1NA-L,76390,906,ma,2,female
LLM1NA-L,76390,908,ma,2,female
LLM1NA-L,76398,902,ma,2,male
LLM1NA-L,76398,903,ma,2,male
LLM1NA-L,76398,904,ma,2,male
LLM1NA-L,76398,905,ma,2,male
LLM1NA-L,76398,906,ma,2,male
LLM1NA-L,76398,908,ma,2,male
LLM1NP001,66286,901,dr,2,male
LLM1NP001,66286,902,dr,2,male
LLM1NP001,66286,903,dr,2,male
LLM1NP001,66286,906,dr,2,male
LLM1NP001,66286,907,dr,2,male
LLM1NP001,66286,908,dr,2,male
LLM1NP001,66286,909,dr,2,male
LLM1NP001-W,66282,902,dr,2,male
LLM1NP001-W,66282,904,dr,2,male
LLM1NP001-W,66282,906,dr,2,male
LLM1NP001-W,66282,907,dr,2,male
LLM1NP001-W,66282,908,dr,2,male
LLM1NP002,76418,902,no_dgr,2,female
LLM1NP002,76418,903,no_dgr,2,female
LLM1NP002,76418,905,no_dgr,2,female
LLM1NP002,76418,906,no_dgr,2,female
LLM1NP002,76418,907,no_dgr,2,female
LLM1NP002,76418,908,no_dgr,2,female
LLM1NP002-W,86222,901,dr,1,male
